block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0115,5,Nielsen's 10 Usability Heuristics,chapters/05-ui-ux.qmd,492,(untyped),┌─────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────┘,13,c9c2ac7da9f560b747a9d74b8777a96909b4107cdd6d3a0edc31ff8e08c897b0,ASCII_DIAGRAM
block-0116,5,Nielsen's 10 Usability Heuristics,chapters/05-ui-ux.qmd,537,(untyped),┌─────────────────────────────────────────┐,└─────────────────────────────────────────┘,9,e18a5cc447815159c614573790def268ee14296247de3bc9fbbcb708b2b48f67,ASCII_DIAGRAM
block-0117,5,Nielsen's 10 Usability Heuristics,chapters/05-ui-ux.qmd,576,(untyped),┌─────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────┘,14,d121fb66fa112782b7fccab834e1f88fdd3f6b33c88c7668974cdaeb7accd17f,ASCII_DIAGRAM
block-0118,5,The Prototyping Spectrum,chapters/05-ui-ux.qmd,635,(untyped),Low Fidelity ◄─────────────────────────────────────────────► High Fidelity,└──────────────┴──────────────┴──────────────┴──────────────┘,15,66cb391f8ac46af1cca0ae395444c6b66b0611b6738fdc800d8a68ec0b0aae12,ASCII_DIAGRAM
block-0119,5,Sketching,chapters/05-ui-ux.qmd,679,(untyped),┌─────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────┘,33,bed21ff5a292f20d6d64d26c66117c58be2cb41e641729d8336d51e8bac98ea8,ASCII_DIAGRAM
block-0120,5,Wireframes,chapters/05-ui-ux.qmd,737,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,35,53eb5a9ac5264d49a5e84c6d49408df4e63981d18bf2051a8a74aa684e2821ce,ASCII_DIAGRAM
block-0121,5,Wireframes,chapters/05-ui-ux.qmd,777,(untyped),┌─────────────────────────┐,└─────────────────────────┘,36,f781ad58f9f0e4ae03d1edebf7d1c155455ecdfa306ee81d10b791b43cb3103e,ASCII_DIAGRAM
block-0122,5,Visual Hierarchy,chapters/05-ui-ux.qmd,889,(untyped),┌─────────────────────────────────────┐,└─────────────────────────────────────┘,8,155008b6137fc3d2bd360fa6c58915b6c941bc22472415c75ffedc04f49ce7d3,ASCII_DIAGRAM
block-0123,5,Visual Hierarchy,chapters/05-ui-ux.qmd,902,(untyped),┌─────────────────────────────────────┐,└─────────────────────────────────────┘,13,2d9cd84f0109dba075a119417e68bfce5d9bb4cbe369a7a369ae9e073dfdbf59,ASCII_DIAGRAM
block-0124,5,Typography,chapters/05-ui-ux.qmd,945,(untyped),"H1: 32px / Bold      ""Page Title""","Tiny: 12px / Regular ""Legal text, timestamps""",6,c7e4fbfa4bc229ca659a9f167beccc7b989008d00782c5644c022a8a6eadefac,PLAIN_VERBATIM
block-0125,5,Color,chapters/05-ui-ux.qmd,981,(untyped),┌─────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────┘,20,660f987a274e5fc393fa8e78a42d68a969d8627d0f10368fea01dac6bde2e12a,ASCII_DIAGRAM
block-0126,5,Layout and Spacing,chapters/05-ui-ux.qmd,1026,(untyped),Good:                          Bad:,└──────────────────────┘      └──────────────────────┘,12,596cd7e56a31586d02d4c2ee3deb87120d49b259c5168f3d820a664cb49f8355,ASCII_DIAGRAM
block-0127,5,Layout and Spacing,chapters/05-ui-ux.qmd,1043,(untyped),┌────────────────────────────────────┐,└────────────────────────────────────┘,14,4b892e0a8713c69d802420efc6e7a0ec89327ec317bf97801a9b20868b3196b2,ASCII_DIAGRAM
block-0128,5,Responsive Design Principles,chapters/05-ui-ux.qmd,1085,css,/* Fixed - doesn't adapt */,},10,9a5c84d149ea35e3ba98dc7b4bdfcde52cb0915be5161273716d27a176d8fafa,PLAIN_VERBATIM
block-0129,5,Responsive Design Principles,chapters/05-ui-ux.qmd,1102,css,img {,},4,0d58e3baecd364f7888463a8942a72bacca8b6df39a0072c3b71036892aaa662,PLAIN_VERBATIM
block-0130,5,Responsive Design Principles,chapters/05-ui-ux.qmd,1113,css,/* Base styles (mobile-first) */,},19,d49ce746dd048c57f9d6abfc5b187b68ae7538532e7ace7c98f260cbac7de6a5,PLAIN_VERBATIM
block-0131,5,Breakpoints,chapters/05-ui-ux.qmd,1153,css,/* Mobile styles (default) */,},7,a787a950beaba1e0f28b6596222739b348aa652876b84e3d003b1f9a29e9a9b5,PLAIN_VERBATIM
block-0132,5,Breakpoints,chapters/05-ui-ux.qmd,1165,css,/* Desktop styles (default) */,},7,60ae3077c8f044061b4510a85fb85569045bfd03345c68f3d2c352577a6b52c6,PLAIN_VERBATIM
block-0133,5,Responsive Patterns,chapters/05-ui-ux.qmd,1187,(untyped),Desktop:                    Mobile:,└────────────────┘,8,9afac31f62f5eccee24593c584b71d141f84d89c5c71a3317fb239cadd4ea691,ASCII_DIAGRAM
block-0134,5,Responsive Patterns,chapters/05-ui-ux.qmd,1202,(untyped),Desktop:                    Mobile:,└────────────────┘,10,cbfe50bb9fed215af39b0142c7640ba8c3b7146db8043b61bd677d5e06af283f,ASCII_DIAGRAM
block-0135,5,Responsive Patterns,chapters/05-ui-ux.qmd,1219,(untyped),Desktop:                    Mobile (menu closed):    Mobile (menu open):,└────────────────────────┘  └────────────────┘      └──────┴─────────┘,8,bafca71f6af5120780bea0b7609369580680d9bb0fa4945d8193ad09df227887,ASCII_DIAGRAM
block-0136,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1313,html,<!-- Informative image -->,</div>,12,76bb739c9a87ee0b44bf6d390f78252456b9375b12c3f6a867f9c1a3d0d02d95,PLAIN_VERBATIM
block-0137,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1337,html,<!-- Good: Native button is keyboard accessible -->,</div>,12,33dd97d6f44f4460cb0d7c32dc992490402414a66dd61d4d41506070d582b33a,PLAIN_VERBATIM
block-0138,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1356,css,/* Don't remove focus outlines without replacement */,},14,34c575949cf733b982e8fbb725cd2b3d7be2582325423511d1360b09df3e9c4a,PLAIN_VERBATIM
block-0139,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1377,(untyped),Good Contrast:                Poor Contrast:,└─────────────────────────┘   └─────────────────────────┘,7,d3e236ee4000117201100d042335df37007f374bda4cd29bba77cda3e039ddd9,ASCII_DIAGRAM
block-0140,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1397,html,<!-- Good: Label explicitly associated -->,"<input type=""email"" name=""email"">",13,2a9edc97d9df642fad10bf17ce88fea31096b7f16371a29d932c0cb777799808,PLAIN_VERBATIM
block-0141,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1417,html,<!-- Good: Semantic structure -->,</div>,30,3a3cb1f6c69554aba14b1e3e6b5a1ecc1f03e2ec60e3604402abd7a068ebf6c8,PLAIN_VERBATIM
block-0142,5,Common Accessibility Requirements,chapters/05-ui-ux.qmd,1454,html,<!-- Tab interface -->,</div>,17,95408ec59b4ecf6e5d95c57a146aafd5da5b218a361efc108833f91541d0ae42,PLAIN_VERBATIM
block-0143,5,Components of a Design System,chapters/05-ui-ux.qmd,1538,(untyped),COLORS,radius-full:  9999px,46,c0ca523fcaef4997506908c1258a98d7b224d82f9ed36f08519a4d8260f626a9,ASCII_DIAGRAM
block-0144,5,Components of a Design System,chapters/05-ui-ux.qmd,1591,(untyped),BUTTONS,Padding: space-6,61,231c2cbfbb6941692bb554b1a16cfdc5de0b2575ac33e586c58c478623c6ad57,ASCII_DIAGRAM
block-0145,5,Components of a Design System,chapters/05-ui-ux.qmd,1659,(untyped),NAVIGATION PATTERN,└─────────────────────────────────────┘,34,c506a660b08f1df9df018b65d824d8fee6628372a7871f6fef96e11b876ef6c8,ASCII_DIAGRAM
block-0146,5,Style Guide Example,chapters/05-ui-ux.qmd,1744,markdown,# TaskFlow Style Guide,[Continue for each component...],79,153c32df6928ca061a8cb4e73400df42a9caf757163096fbbbc2b92626960781,ASCII_DIAGRAM
block-0147,5,Creating a Simple Wireframe in Figma,chapters/05-ui-ux.qmd,1870,(untyped),-   Header,-   Footer,4,7fc1d30466ce70b4877aa4d82651b747da0a06502fe425e969ac5980c3469371,PLAIN_VERBATIM
block-0148,5,Exercise 5.5: Style Guide Creation,chapters/05-ui-ux.qmd,2050,(untyped),"-   Primary, secondary, and accent colors",-   Accessibility notes for each color combination,4,b98f82d74ebcf723fac44e0dbac26bfce02de120e9b4d7ce87709f8239acfd4b,PLAIN_VERBATIM
block-0149,5,Exercise 5.5: Style Guide Creation,chapters/05-ui-ux.qmd,2057,(untyped),-   Font families,-   Weight and line-height specifications,3,956d421420198b0f81e07b552ec99795b13d00469f1284b87e5e4b602237cd97,PLAIN_VERBATIM
block-0150,5,Exercise 5.5: Style Guide Creation,chapters/05-ui-ux.qmd,2063,(untyped),-   Base unit and scale,-   Base unit and scale,1,f8325a81976d92ecf1ab232d61c20052f87d3c1d432072a7a1d7d233430cdce6,PLAIN_VERBATIM
block-0151,5,Exercise 5.5: Style Guide Creation,chapters/05-ui-ux.qmd,2067,(untyped),-   Buttons (with all states),-   One additional component of your choice,5,b58364fff3e84f3369b1307867c869f2106562cf319e443a80a87dbab6001d62,PLAIN_VERBATIM
block-0152,6,"Agile Is a Mindset, Not a Methodology",chapters/06-agile-methodologies.qmd,87,(untyped),Agile Mindset,(Adapted to Context),15,9e52301f7aedd24e68a52b9bb07776f1fd2a2f2d785147add8c6081dc1b9a863,ASCII_DIAGRAM
block-0153,6,The Scrum Framework Overview,chapters/06-agile-methodologies.qmd,131,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,13,f2b2f96cccf5c5f282b7ba156ff6328bba2413e54848613a8d8850da378f51dc,ASCII_DIAGRAM
block-0154,6,The Scrum Framework Overview,chapters/06-agile-methodologies.qmd,149,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,21,9df6a9a009a42810551ab31d00a146309d4c7f87df87c7f9563341c85d20e868,ASCII_DIAGRAM
block-0155,6,Scrum Roles,chapters/06-agile-methodologies.qmd,223,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,15,029211f8a498f76d1d34799e4acd0949b56143d382a1646f9817da0978cdc351,ASCII_DIAGRAM
block-0156,6,Scrum Artifacts,chapters/06-agile-methodologies.qmd,264,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────┴──────────────────────────────────────────────┴────────┴──────────┘,20,bb444d6ff73ab20c689bedbfd98fe7cc9e3040bc9f3acce0e82626b9b8cc1d76,ASCII_DIAGRAM
block-0157,6,Scrum Artifacts,chapters/06-agile-methodologies.qmd,307,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,37,0e791a2144f878c04da0d7e65abca30b6dce1f975dffbecad196acff830246ed,ASCII_DIAGRAM
block-0158,6,Scrum Events,chapters/06-agile-methodologies.qmd,403,(untyped),SPRINT 3 PLANNING,• Task breakdown for all stories,40,3152c49ec51c2865159550603923126a2fe7383da6a50ca851cd1bb5179de7a7,ASCII_DIAGRAM
block-0159,6,Scrum Events,chapters/06-agile-methodologies.qmd,484,(untyped),DAILY SCRUM - Tuesday 9:00 AM,Duration: 4 minutes,22,ef8f5ccba52775cdce51c84f645ba725df18daa27b1a3737f37615322c866727,ASCII_DIAGRAM
block-0160,6,Scrum Events,chapters/06-agile-methodologies.qmd,531,(untyped),SPRINT 3 REVIEW,• Stakeholder alignment,40,5eac1820a123887b9f39f8c7f86bb2d27c0624db3258c5d33c338ba5351ce871,ASCII_DIAGRAM
block-0161,6,Scrum Events,chapters/06-agile-methodologies.qmd,610,(untyped),🏝️ Island (Goals),🪨 Rocks (Risks ahead),11,e086a5dff1e6e9552449f099d8271b92a4169672b89a3a02b256c6285d82a605,ASCII_DIAGRAM
