chapter,source_line,section,claim,reason,status
3,151,2. **Context Setting: What's the Situation?**,"**Rich context**: ""You're reviewing a project proposal for a healthcare AI startup. The company is seeking Series A funding. Focus on technical feasibility, market opportunity, and regulatory risks.""","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,153,2. **Context Setting: What's the Situation?**,The rich context doesn't just change what the model looks for—it changes how it evaluates and prioritizes information.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,424,The Context Window Trade-off,Here's a practical consideration: examples consume tokens. Your Chapter 2 exploration of context windows taught you this is a limited resource.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,457,3.3 Chain-of-Thought: Thinking Out Loud,"Here's a puzzle: What is 15% of 240, then add 23?","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,699,Connecting to Model Architecture,Remember from Chapter 2 how attention mechanisms allow models to focus on relevant information? CoT leverages this: each reasoning step provides context that helps the attention mechanism focus on the right knowledge for subsequent steps.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,796,Constraint Variables,"-   `{response_format}` (bullets, paragraphs, JSON)","Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,870,Template Category 4: Comparison,**Use case**: Evaluating alternatives\,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,951,Template Composition: Building Blocks,**+ Safety module**: Add content filtering instructions\,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,974,Template Testing and Optimization,-   Average quality score (from user feedback),"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,980,Template Testing and Optimization,1.  Identify underperforming templates (success rate \< 85%),"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,985,Template Testing and Optimization,6.  Deploy winner,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1083,3.5 Safety and Security: Defending Your System,-   Bypass safety restrictions,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1260,Defense Strategy 4: Response Filtering,This creates a safety net even if injection bypasses input filters.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1312,Harmful Content Generation,-   Refusal training through RLHF (remember Chapter 2?),"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1315,Harmful Content Generation,**Example safety instruction**:,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1334,Bias and Fairness,-   Regular audits for biased outputs,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
3,1433,Connecting to Your Research Assistant,This creates a research assistant that's both powerful and secure—critical for real-world deployment.,"Claim or teaching item needs primary-source review; candidate, not adjudicated missing citation",PENDING
