chapter,section,source_line,severity,original_claim_or_example,issue,evidence,correction,status
5,Multi-Agent Systems {#sec-5-5},144,MEDIUM,a single well-designed agent with well-scoped tools outperforms a multi-agent system that adds coordination complexity without a task that actually needs the specialization,Unsupported universal comparison,,a single well-designed agent with well-scoped tools is a useful baseline against which to test any benefit from multi-agent coordination,RESOLVED
5,The Practical Reality {#sec-5-7},178,MEDIUM,Agents perform reliably today on tasks that are well-scoped,Unverified current reliability,,Reliability must be measured on the intended tasks; well-scoped workflows are more tractable to evaluate than open-ended ones. Candidate tasks include those that are well-scoped,RESOLVED
5,The New Attack Surface: Goal Hijacking,158,HIGH,"### Designing for Containment, Not Just Correctness",Agent authorization boundary,,"### Designing for Containment, Not Just Correctness

Enforce permission checks on every tool call in the controller, bind approval to the exact action and arguments, restrict network egress and filesystem access, and apply step/time/spend budgets. A plan or tool description is not an authorization mechanism. [@indirectinjection; @nistrmf]",RESOLVED
6,Key Terminologies and Concepts,43,MEDIUM,## Understanding Retrieval-Augmented Generation {#sec-6-1},RAG scope and guarantee,,"## Understanding Retrieval-Augmented Generation {#sec-6-1}

Lewis and colleagues evaluated a specific retrieval-augmented architecture; today the term also covers many retrieve-then-prompt systems. Retrieval can improve source access but cannot guarantee correctness, current information, or faithful citation. [@rag; @ragsurvey]",RESOLVED
6,The Knowledge Problem in LLMs,49,MEDIUM,a model trained through a certain date simply has no information about anything after it,Absolute cutoff claim,,"parametric knowledge may be stale, and a reported cutoff is not a complete inventory of what the model knows",RESOLVED
6,The Knowledge Problem in LLMs,49,MEDIUM,"and never will, unless you give it access at the moment you ask",Private data absolute,,"unless they were included in training, supplied as context, or accessed through tools",RESOLVED
6,Key Terminologies and Concepts,27,MEDIUM,"Pinecone, Weaviate, Chroma, FAISS",FAISS category error,,"Database services and vector-search libraries; FAISS is a similarity-search library, not a complete database",RESOLVED
6,The Chunking Decision,79,MEDIUM,typically 10–20% overlap,Unsubstantiated chunking rule,,"for example 10–20% overlap as an illustrative starting experiment, not a default requirement,",RESOLVED
6,The Chunking Decision,83,MEDIUM,## Advanced Retrieval Strategies {#sec-6-4},Retrieval guarantees and BM25 definition,,"## Advanced Retrieval Strategies {#sec-6-4}

BM25 is a lexical ranking function using term frequency, inverse document frequency, and length normalization; it is not simply exact-match filtering. Combine lexical and dense scores only after calibration, or use rank fusion. Reranking and query expansion can also hurt: evaluate candidate recall, latency, and query drift. [@bm25; @ragsurvey]",RESOLVED
6,Advanced Retrieval Strategies {#sec-6-4},93,HIGH,## Context Assembly and Grounded Generation {#sec-6-5},Context ordering and security,,"## Context Assembly and Grounded Generation {#sec-6-5}

Position effects were measured on particular tasks and models, not established as a universal ordering rule. Test ordering and context length on held-out queries. Treat retrieved text as untrusted and enforce permissions before it reaches the generator; a grounding instruction is not an access control. [@lostmiddle; @indirectinjection]",RESOLVED
6,Context Assembly and Grounded Generation {#sec-6-5},101,MEDIUM,## Evaluating RAG Systems {#sec-6-6},Missing ranking definitions,,"## Evaluating RAG Systems {#sec-6-6}

Define relevance judgments and the retrieval unit (document or chunk) first. Recall@K divides relevant retrieved items by all judged relevant items; precision@K divides by K when K results are returned. MRR averages the reciprocal rank of the first relevant result, assigning zero when none appears. NDCG discounts graded relevance by rank and normalizes against an ideal ranking under the same cutoff and gain convention. State how unjudged documents and zero-relevance queries are treated. Faithfulness to a source is separate from whether that source is true. [@irbook]",RESOLVED
7,Introduction,5,HIGH,"RAG can only supply facts, not a genuinely different writing style, a consistent specialized format, or fluency in a narrow technical vocabulary the base model barely saw during training",False RAG versus adaptation boundary,,"retrieval can supply examples, terminology, and style guidance as well as facts, although context alone may not achieve the desired consistency",RESOLVED
7,When to Fine-tune: A Decision Framework {#sec-7-1},47,MEDIUM,"(roughly a thousand examples or more, as a rough floor, not a guarantee)",Unsupported minimum data size,,"(the necessary amount depends on the task, base model, supervision, and evaluation)",RESOLVED
7,Types of Fine-tuning Approaches {#sec-7-2},57,HIGH,"**Parameter-efficient fine-tuning (PEFT)** achieves comparable results while updating far fewer parameters. **LoRA** adds small trainable matrices alongside a model's existing weights rather than modifying them directly, typically touching well under 1% of total parameters, with results that can be merged back into the base model for deployment. **QLoRA** combines that same approach with 4-bit quantization, which is what makes it possible to fine-tune a genuinely large model on a single consumer-grade GPU rather than a data-center cluster, a meaningful democratization of a technique that used to require serious infrastructure. **Adapters** take a related but distinct approach: small, swappable modules inserted between existing layers, useful when you need several task-specific variants sharing one underlying base model.",PEFT equivalence and consumer hardware overclaim,,"**Parameter-efficient fine-tuning (PEFT)** updates a subset of parameters or adds trainable parameters while freezing the base. **LoRA** learns low-rank weight updates; the trainable fraction depends on rank and targeted matrices. **QLoRA** trains adapters through a frozen quantized base. Its paper demonstrated a 65B model on a 48 GB GPU, not a guarantee that an arbitrary large model fits a consumer card. Sequence length, batch size, activations, optimizer state, and runtime overhead also consume memory. **Adapters** are another approach, inserting trainable modules; they are not identical to LoRA matrices. Compare methods on your task. [@lora; @qlora]",RESOLVED
7,Key Terminologies and Concepts,28,HIGH,Fine-tuning a large open-weight model on a single consumer GPU,Table hardware claim,,QLoRA reported a 65B model on one 48 GB GPU; requirements vary [@qlora],RESOLVED
7,Data Preparation: The Critical Factor {#sec-7-3},63,HIGH,"More fine-tuning projects fail from data problems than from anything about the training process itself. **Quality consistently beats quantity**: a smaller set of high-quality, representative, carefully curated examples, including deliberately chosen edge cases, will outperform a much larger set of noisy or repetitive ones. As a rough volume guide, expect diminishing but real value from roughly 500–1,000 examples as a minimum viable set, 5,000–10,000 for solid performance on most tasks, and tens of thousands for the most demanding cases, though these numbers vary enormously by task complexity and shouldn't be treated as a formula.",Data volume and quality universal claims,,"Data quality, representativeness, coverage, and volume interact. Counts such as 500–1,000 or 5,000–10,000 are **illustrative experiment sizes**, not minimums or guarantees for most tasks. LIMA studied 1,000 curated examples in a particular setup; that result does not establish a universal learning curve. Measure held-out performance as you add data and compare against prompting and retrieval baselines. [@lima]",RESOLVED
7,"Conceptual sketch — not a runnable, complete script",97,MEDIUM,## Evaluation and Iteration {#sec-7-5},Perplexity and validation/test distinction,,"## Evaluation and Iteration {#sec-7-5}

Perplexity is the exponential of average negative log likelihood under a specified tokenizer and evaluation corpus. It measures predictive fit, not factual accuracy, safety, or instruction following; comparisons across tokenizers are not directly meaningful. Keep validation data for tuning separate from a final untouched test set, including near-duplicate and document-level separation. [@gpt3; @helm]",RESOLVED
7,Evaluation and Iteration {#sec-7-5},105,MEDIUM,## Fine-Tuning for Safety and Alignment {#sec-7-6},Source safety degradation,,"## Fine-Tuning for Safety and Alignment {#sec-7-6}

Experiments have demonstrated safety degradation after some benign fine-tuning procedures. This is a measured risk, not a claim that every fine-tune becomes unsafe. Re-evaluate the adapted model under the intended deployment controls. [@safetytuning]",RESOLVED
