chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
1,O(2ⁿ) - Exponential Time,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,O(2ⁿ) - Exponential Time,,O(2ⁿ) Exponential Time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1061
1,O(n!) - Factorial Time,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,O(n!) - Factorial Time,,O(n!) Factorial Time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1079
1,O(n!) - Factorial Time,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Real-world analogy: Trying every possible ordering of a to-do list to find the optimal schedule.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1087
1,Practical Examples: Analyzing Real Algorithms,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Let's practice analyzing the time complexity of actual algorithms:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1097
1,Example 1: Nested Loops,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1102-1106,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Example 1: Nested Loops,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Time Complexity: O(n²),,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1114
1,Example 2: Variable Inner Loop,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1119-1123,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Example 2: Variable Inner Loop,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Time Complexity: O(n²) (the n² term dominates),,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1134
1,Example 3: Logarithmic Loop,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1139-1151,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Example 3: Logarithmic Loop,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Time Complexity: O(log n),,O(log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1159
1,Example 4: Divide and Conquer,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1164-1189,,O(1) O(n) O(n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Example 4: Divide and Conquer,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- T(n) = 2T(n/2) + O(n),,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1194
1,Example 4: Divide and Conquer,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,PROOF,- By the Master Theorem (which we'll study in detail later): T(n) = O(n log n),,O(n log n),,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1196
1,Performance Prediction,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1205-1216,,O(n²) O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Algorithm Selection,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1222-1229,,O(n²) O(n log n) O(n log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Bottleneck Identification,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1235-1249,,O(n) O(n²) O(n log n) O(n) O(n²) O(n log n) O(n²),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Amortized Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Amortized Analysis,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1256
1,Amortized Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Some algorithms have expensive operations occasionally but cheap operations most of the time. Amortized analysis considers the average cost over a sequence of operations.,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1258
1,Amortized Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Most append() operations: O(1),,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1262
1,Amortized Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Occasional resize operation: O(n),,O(n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1263
1,Amortized Analysis,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Amortized cost per append: O(1),,O(1),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1264
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,"Best, Average, and Worst Case",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1266
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Best case: O(n log n) - pivot always splits array evenly,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1272
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Average case: O(n log n) - pivot splits reasonably well most of the time,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1273
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Worst case: O(n²) - pivot is always the smallest or largest element,,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1274
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,- If worst case is rare and acceptable: use average case,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1278
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,- If worst case is catastrophic: use worst case,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1279
1,"Best, Average, and Worst Case",/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,- If you can guarantee good inputs: use best case,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1280
1,Space Complexity,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Space Complexity,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1282
1,Space Complexity,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1287-1298,,O(n) O(n) O(n) O(1),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Space Complexity,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,"Both have the same time complexity, but very different space requirements!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1301
1,Python: Our Language of Choice,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1335-1345,,,bash,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Virtual Environments: Keeping Things Clean,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1353-1363,,,bash,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Essential Libraries,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1369-1373,,,bash,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Project Structure: Building for Scale,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,PSEUDOCODE,Fenced block at lines 1393-1447,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Project Structure: Building for Scale,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1453-1461,,,bash,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Version Control: Tracking Your Journey,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1469-1539,,,bash,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Building Your Benchmarking Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1549-1940,,O(n) O(n log n) O(n²) O(n) O(n log n) O(n²) O(n) O(n) O(n²) O(n²) O(n log n) O(n log n) O(n) O(n²) O(n log n),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Testing Framework: Ensuring Correctness,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1950-1982,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Algorithm Implementations,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 1992-2194,,O(n) O(n²) O(n²) O(1) O(n²) O(1) O(n) O(n²) O(n²) O(1),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Complete Working Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 2204-2372,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,Complete Working Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 2386-2416,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
1,What You've Accomplished,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,- Analyzed empirical complexity and validated theoretical predictions,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2441
1,Looking Ahead: Week 2 Preview,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Merge Sort: Guaranteed O(n log n) performance,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2484
1,Looking Ahead: Week 2 Preview,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- QuickSort: Average-case O(n log n) with randomization,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2485
1,Looking Ahead: Week 2 Preview,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,PROOF,- Master Theorem for analyzing recurrence relations,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2490
1,Looking Ahead: Week 2 Preview,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,- Understanding why O(n log n) is optimal for comparison-based sorting,,O(n log n),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2492
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,- How do language features affect implementation complexity?,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2541
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,PROOF,Problem 1.2: Asymptotic Proof Practice (20 points),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2548
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,Part A: Prove using formal definitions that 5n³ + 3n² + 2n + 1 = O(n³),,O(n³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2550
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,Part B: Prove using formal definitions that 5n³ + 3n² + 2n + 1 = Ω(n³),,Ω(n³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2556
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,COMPLEXITY,Part D: Prove or disprove: 2n² + 100n = O(n²),,O(n²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 2563
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,Problem 1.3: Complexity Analysis Challenge (25 points),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2567
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,MATHEMATICAL_CLAIM,"Analyze the time complexity of these code fragments. For recursive functions, write the recurrence relation and solve it.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 2569
1,Theoretical Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/01-introduction.qmd,CODE,Fenced block at lines 2574-2614,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
