block_id,chapter,section,source_file,current_language,semantic_type,executable,complete_or_fragment,title_needed,caption_needed,line_numbers,print_style,html_style,epub_style,overflow_risk,special_handling,status,notes
ch13-b025,13,**Policy Gradient Methods**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 696-699; 2 content lines
ch13-b026,13,**Policy Gradient Methods**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 704-708; 3 content lines
ch13-b027,13,**Proximal Policy Optimization (PPO)**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 719-724; 4 content lines
ch13-b028,13,**AlphaGo: Putting It All Together**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 738-741; 2 content lines
ch13-b029,13,**AlphaGo: Putting It All Together**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 744-747; 2 content lines
ch13-b030,13,**AlphaGo: Putting It All Together**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 750-755; 4 content lines
ch13-b031,13,**The MapReduce Paradigm**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 791-808; 16 content lines
ch13-b032,13,**MapReduce Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 833-837; 3 content lines
ch13-b033,13,**MapReduce Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 840-843; 2 content lines
ch13-b034,13,**MapReduce Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 846-849; 2 content lines
ch13-b035,13,**MapReduce Algorithms**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 852-857; 4 content lines
ch13-b036,13,**Count-Min Sketch**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 893-903; 9 content lines
ch13-b037,13,**HyperLogLog**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 924-935; 10 content lines
ch13-b038,13,**Bloom Filters**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 950-963; 12 content lines
ch13-b039,13,**Pregel: Thinking Like a Vertex**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 988-1000; 11 content lines
ch13-b040,13,**Pregel: Thinking Like a Vertex**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1003-1013; 9 content lines
ch13-b041,13,**RSA and Its Security Assumption**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1065-1074; 8 content lines
ch13-b042,13,**RSA and Its Security Assumption**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1081-1085; 3 content lines
ch13-b043,13,**Bitcoin's Proof-of-Work**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1123-1136; 12 content lines
ch13-b044,13,**Alternative Consensus: Proof-of-Stake**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1160-1165; 4 content lines
ch13-b045,13,**Interactive Zero-Knowledge**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,PSEUDOCODE,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 1193-1206; 12 content lines
ch13-b046,13,**Non-Interactive Zero-Knowledge (SNARKs)**,chapters/13-Research-Industry-Applications.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1224-1229; 4 content lines
ch13-b047,13,Analysis Template,chapters/13-Research-Industry-Applications.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 1617-1690; 72 content lines
ch14-b001,14,**The Adapter Pattern**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 67-83; 15 content lines
ch14-b002,14,**The Facade Pattern**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 94-123; 28 content lines
ch14-b003,14,**The Builder Pattern**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 134-169; 34 content lines
ch14-b004,14,Dependency Management,chapters/14-Project-Development.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 180-188; 7 content lines
ch14-b005,14,Dependency Management,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 195-199; 3 content lines
ch14-b006,14,Dependency Management,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 202-206; 3 content lines
ch14-b007,14,Dependency Management,chapters/14-Project-Development.qmd,yaml,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 213-227; 13 content lines
ch14-b008,14,Integration Testing,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 236-265; 28 content lines
ch14-b009,14,**Python's cProfile**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 319-337; 17 content lines
ch14-b010,14,**Line-by-Line Profiling**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 351-363; 11 content lines
ch14-b011,14,**Memory Profiling**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 369-376; 6 content lines
ch14-b012,14,**1. Avoid Redundant Work**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 388-395; 6 content lines
ch14-b013,14,**1. Avoid Redundant Work**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 398-404; 5 content lines
ch14-b014,14,**2. Use Appropriate Data Structures**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 409-413; 3 content lines
ch14-b015,14,**2. Use Appropriate Data Structures**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 416-420; 3 content lines
ch14-b016,14,**3. Vectorize with NumPy**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 427-431; 3 content lines
ch14-b017,14,**3. Vectorize with NumPy**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 434-436; 1 content lines
ch14-b018,14,**4. Cache Expensive Computations**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 444-451; 6 content lines
ch14-b019,14,**5. Use Generators for Large Data**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 460-466; 5 content lines
ch14-b020,14,**5. Use Generators for Large Data**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,FRAGMENT,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 469-477; 7 content lines
ch14-b021,14,**6. Parallelize Independent Work**,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 481-494; 12 content lines
ch14-b022,14,The Documentation Pyramid,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 537-553; 15 content lines
ch14-b023,14,The Documentation Pyramid,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 556-579; 22 content lines
ch14-b024,14,The Documentation Pyramid,chapters/14-Project-Development.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 582-621; 38 content lines
ch14-b025,14,Documentation,chapters/14-Project-Development.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 624-651; 26 content lines
ch14-b026,14,Common Pitfalls,chapters/14-Project-Development.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 654-692; 37 content lines
ch14-b027,14,Documentation Best Practices,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 709-720; 10 content lines
ch14-b028,14,Documentation Best Practices,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 733-749; 15 content lines
ch14-b029,14,README Template,chapters/14-Project-Development.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 755-843; 87 content lines
ch14-b030,14,Writing Good Tests,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 869-886; 16 content lines
ch14-b031,14,Writing Good Tests,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 889-900; 10 content lines
ch14-b032,14,Writing Good Tests,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 903-914; 10 content lines
ch14-b033,14,Writing Good Tests,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 917-927; 9 content lines
ch14-b034,14,Writing Good Tests,chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 930-942; 11 content lines
ch14-b035,14,Test-Driven Development (TDD),chapters/14-Project-Development.qmd,python,PROGRAM_CODE,YES,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,program-code,program-code,program-code,LOW,NONE,CLASSIFIED,lines 952-969; 16 content lines
ch14-b036,14,Code Review Best Practices,chapters/14-Project-Development.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 987-993; 5 content lines
ch14-b037,14,Code Review Best Practices,chapters/14-Project-Development.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1008-1013; 4 content lines
ch14-b038,14,Code Review Best Practices,chapters/14-Project-Development.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1016-1020; 3 content lines
ch14-b039,14,Code Review Best Practices,chapters/14-Project-Development.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1029-1032; 2 content lines
ch14-b040,14,Slide Design Principles,chapters/14-Project-Development.qmd,UNLABELED,OTHER,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 1126-1138; 11 content lines
ch14-b041,14,Slide Design Principles,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1141-1151; 9 content lines
ch14-b042,14,Presentation Delivery,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1200-1203; 2 content lines
ch14-b043,14,Presentation Delivery,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1206-1210; 3 content lines
ch14-b044,14,Presentation Delivery,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1213-1216; 2 content lines
ch14-b045,14,Presentation Delivery,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1219-1223; 3 content lines
ch14-b046,14,Demo Best Practices,chapters/14-Project-Development.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 1232-1235; 2 content lines
ch14-b047,14,Demo Best Practices,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1238-1244; 5 content lines
ch14-b048,14,Demo Best Practices,chapters/14-Project-Development.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 1247-1250; 2 content lines
ch15-b001,15,Making Your Demo Bulletproof,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 144-147; 2 content lines
ch15-b002,15,Making Your Demo Bulletproof,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 150-153; 2 content lines
ch15-b003,15,Sample Peer Review Form,chapters/15-Final-Presentations.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 259-315; 55 content lines
ch15-b004,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,DATA,NO,FRAGMENT,NO,NO,NO,data-example,data-example,data-example,LOW,NONE,CLASSIFIED,lines 338-345; 6 content lines
ch15-b005,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 348-354; 5 content lines
ch15-b006,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 357-363; 5 content lines
ch15-b007,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 366-372; 5 content lines
ch15-b008,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 375-381; 5 content lines
ch15-b009,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 384-389; 4 content lines
ch15-b010,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 392-398; 5 content lines
ch15-b011,15,Industry-Style Technical Presentation,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 401-407; 5 content lines
ch15-b012,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 454-457; 2 content lines
ch15-b013,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 460-464; 3 content lines
ch15-b014,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,OTHER,NO,FRAGMENT,NO,NO,NO,technical-other,technical-other,technical-other,LOW,NONE,CLASSIFIED,lines 467-470; 2 content lines
ch15-b015,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,PSEUDOCODE,NO,FRAGMENT,NO,NO,NO,algorithm,algorithm,algorithm,LOW,NONE,CLASSIFIED,lines 473-477; 3 content lines
ch15-b016,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 482-485; 2 content lines
ch15-b017,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 488-491; 2 content lines
ch15-b018,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 494-497; 2 content lines
ch15-b019,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 500-503; 2 content lines
ch15-b020,15,Common Presentation Mistakes to Avoid,chapters/15-Final-Presentations.qmd,UNLABELED,INLINE_EXAMPLE,NO,FRAGMENT,NO,NO,NO,inline-example,inline-example,inline-example,LOW,NONE,CLASSIFIED,lines 506-509; 2 content lines
ch15-b021,15,Lessons Learned Document,chapters/15-Final-Presentations.qmd,markdown,CONFIGURATION,NO,COMPLETE_OR_SUBSTANTIAL,NO,NO,NO,configuration,configuration,configuration,LOW,NONE,CLASSIFIED,lines 607-662; 54 content lines
